Source,Target,Edge_Type
human_sexuality,vigilance_attention,0
international_law,comprehension,0
international_law,linguistic_analysis,0
international_law,problem_solving,0
international_law,reading,0
international_law,reasoning,0
international_law,strategic_thinking,0
jurisprudence,abstract_thinking,0
jurisprudence,comprehension,0
jurisprudence,fluency,0
jurisprudence,linguistic_analysis,0
jurisprudence,reasoning,0
logical_fallacies,abstract_thinking,0
logical_fallacies,cognitive_flexibility,0
logical_fallacies,fluency,0
logical_fallacies,problem_solving,0
logical_fallacies,reasoning,0
machine_learning,abstract_thinking,0
machine_learning,attention_shifting,0
machine_learning,cognitive_flexibility,0
machine_learning,problem_solving,0
machine_learning,reasoning,0
management,abstract_thinking,0
management,adaptability,0
management,cognitive_flexibility,0
management,comprehension,0
management,organization,0
management,problem_solving,0
management,reasoning,0
management,strategic_thinking,0
management,writing,0
marketing,attention_shifting,0
marketing,expressive_language,0
marketing,fluency,0
marketing,pragmatics,0
marketing,problem_solving,0
marketing,reasoning,0
marketing,semantic_memory,0
marketing,strategic_thinking,0
medical_genetics,attention_shifting,0
medical_genetics,mental_flexibility,0
medical_genetics,problem_solving,0
medical_genetics,reasoning,0
medical_genetics,semantic_memory,0
miscellaneous,attention_shifting,0
miscellaneous,episodic_memory,0
miscellaneous,reasoning,0
miscellaneous,recognition_of_social_cues,0
miscellaneous,semantic_memory,0
moral_disputes,abstract_thinking,0
moral_disputes,comprehension,0
moral_disputes,discourse_ability,0
moral_disputes,expressive_language,0
moral_disputes,fluency,0
moral_disputes,reading,0
moral_disputes,reasoning,0
moral_scenarios,empathy,0
moral_scenarios,narrative_skills,0
moral_scenarios,self_awareness,0
moral_scenarios,social_judgment,0
moral_scenarios,theory_of_mind,0
nutrition,attention_shifting,0
nutrition,problem_solving,0
nutrition,reasoning,0
nutrition,semantic_memory,0
nutrition,working_memory,0
philosophy,abstract_thinking,0
philosophy,cognitive_flexibility,0
philosophy,expressive_language,0
philosophy,linguistic_analysis,0
philosophy,reasoning,0
philosophy,semantic_memory,0
prehistory,attention_shifting,0
prehistory,episodic_memory,0
prehistory,linguistic_analysis,0
prehistory,procedural_memory,0
prehistory,reasoning,0
prehistory,recognition_of_social_cues,0
prehistory,semantic_memory,0
professional_accounting,attention_shifting,0
professional_accounting,decision_making,0
professional_accounting,organization,0
professional_accounting,problem_solving,0
professional_accounting,reasoning,0
professional_accounting,strategic_thinking,0
professional_accounting,working_memory,0
professional_law,attention_shifting,0
professional_law,decision_making,0
professional_law,problem_solving,0
professional_law,reasoning,0
professional_law,strategic_thinking,0
professional_medicine,attention_shifting,0
professional_medicine,decision_making,0
professional_medicine,problem_solving,0
professional_medicine,reasoning,0
professional_medicine,repetition,0
professional_medicine,selective_attention,0
professional_medicine,working_memory,0
professional_psychology,adaptability,0
professional_psychology,cognitive_flexibility,0
professional_psychology,conflict_resolution,0
professional_psychology,impulse_control,0
professional_psychology,problem_solving,0
professional_psychology,procedural_memory,0
professional_psychology,reasoning,0
professional_psychology,relationship_management,0
professional_psychology,self_awareness,0
public_relations,adaptability,0
public_relations,comprehension,0
public_relations,fluency,0
public_relations,problem_solving,0
public_relations,reasoning,0
public_relations,repetition,0
public_relations,strategic_thinking,0
security_studies,abstract_thinking,0
security_studies,problem_solving,0
security_studies,reasoning,0
security_studies,strategic_thinking,0
sociology,abstract_thinking,0
sociology,linguistic_analysis,0
sociology,reasoning,0
sociology,relationship_management,0
sociology,semantic_memory,0
sociology,vigilance_attention,0
us_foreign_policy,adaptability,0
us_foreign_policy,attention_shifting,0
us_foreign_policy,comprehension,0
us_foreign_policy,reading,0
us_foreign_policy,reasoning,0
us_foreign_policy,semantic_memory,0
us_foreign_policy,strategic_thinking,0
virology,attention_shifting,0
virology,fluency,0
virology,problem_solving,0
virology,reasoning,0
virology,semantic_memory,0
world_religions,attention_shifting,0
world_religions,episodic_memory,0
world_religions,linguistic_analysis,0
world_religions,reasoning,0
world_religions,recognition_of_social_cues,0
world_religions,semantic_memory,0
math_qa,attention_shifting,0
math_qa,problem_solving,0
math_qa,reasoning,0
math_qa,working_memory,0
EleutherAI/truthful_qa_mc,attention_shifting,0
EleutherAI/truthful_qa_mc,episodic_memory,0
EleutherAI/truthful_qa_mc,problem_solving,0
EleutherAI/truthful_qa_mc,reasoning,0
EleutherAI/truthful_qa_mc,selective_attention,0
EleutherAI/truthful_qa_mc,semantic_memory,0
derek-thomas/ScienceQA,attention_shifting,0
derek-thomas/ScienceQA,expressive_language,0
derek-thomas/ScienceQA,fluency,0
derek-thomas/ScienceQA,problem_solving,0
derek-thomas/ScienceQA,reasoning,0
derek-thomas/ScienceQA,repetition,0
derek-thomas/ScienceQA,semantic_memory,0
commonsense_qa,attention_shifting,0
commonsense_qa,episodic_memory,0
commonsense_qa,expressive_language,0
commonsense_qa,fluency,0
commonsense_qa,problem_solving,0
commonsense_qa,reasoning,0
commonsense_qa,selective_attention,0
commonsense_qa,semantic_memory,0
